ID;Nombre;Proveedor;LeadTime;Precio
884;Reloj Modern Z3;Hogar y Confort Ltda.;12;257.33
885;Gorra Inalámbrico V2;Distribución Express;3;25.09
886;Laptop Inalámbrico Z3;Alimentos y Logística del Sur;15;831.78
887;Monitor Portátil X1;Soluciones Tecnológicas Nova;8;385.18
888;Mouse Modern V2;Alimentos y Logística del Sur;15;18.13
889;Mochila Premium Blanco;Suministros Industriales Alfa;7;25.74
890;Teclado Basic Gold;Alimentos y Logística del Sur;15;48.28
891;Mesa Max Z3;MegaAbasto Co.;25;334.54
892;Termo Vintage Azul;Suministros Industriales Alfa;7;27.65
893;Gorra Plus Gris;TechDistribuidora S.A.;14;16.43
894;Laptop Ultra Negro;Textiles del Norte;10;1132.25
895;Televisor Ultra V2;Soluciones Tecnológicas Nova;8;696.82
896;Smartphone Advanced Negro;Hogar y Confort Ltda.;12;311.11
897;Termo Pro Red;Textiles del Norte;10;37.79
898;Mochila Basic X1;Global Imports Corp;5;36.95
899;Cafetera Ultra V2;MegaAbasto Co.;25;99.33
900;Gorra Vintage Gris;Hogar y Confort Ltda.;12;15.13
901;Smartphone Plus V2;Suministros Industriales Alfa;7;841.25
902;Licuadora Advanced Blanco;Textiles del Norte;10;46.71
903;Zapatillas Advanced Red;Global Imports Corp;5;90.21
904;Auriculares Pro Silver;Hogar y Confort Ltda.;12;97.22
905;Licuadora Smart X1;Alimentos y Logística del Sur;15;85.95
906;Termo Ultra X1;Comercializadora Omega;20;14.74
907;Licuadora Pro Negro;TechDistribuidora S.A.;14;59.07
908;Termo Pro V2;Hogar y Confort Ltda.;12;38.14
909;Auriculares Ultra Z3;Global Imports Corp;5;26.07
910;Licuadora Plus Red;Distribución Express;3;76.47
911;Mouse Basic X1;MegaAbasto Co.;25;47.22
912;Teclado Ultra Gold;TechDistribuidora S.A.;14;23.28
913;Cafetera Basic Z3;TechDistribuidora S.A.;14;113.75
914;Cargador Pro Gris;Distribución Express;3;18.57
915;Mesa Portátil V2;Comercializadora Omega;20;319.45
916;Mesa Plus Blanco;MegaAbasto Co.;25;386.61
917;Gorra Premium Z3;TechDistribuidora S.A.;14;16.37
918;Camiseta Advanced Negro;Hogar y Confort Ltda.;12;17.29
919;Mouse Ergonómico Blanco;Global Imports Corp;5;54.91
920;Monitor Pro Silver;Alimentos y Logística del Sur;15;327.93
921;Mesa Pro Gris;Distribución Express;3;290.19
922;Teclado Ergonómico X1;TechDistribuidora S.A.;14;18.34
923;Camiseta Eco Gris;TechDistribuidora S.A.;14;36.17
924;Cargador Inalámbrico Silver;Hogar y Confort Ltda.;12;11.72
925;Smartphone Basic Gold;Suministros Industriales Alfa;7;1121.52
926;Gorra Pro Z3;Distribución Express;3;15.07
927;Auriculares Eco Blanco;Comercializadora Omega;20;134.73
928;Gorra Basic Z3;Hogar y Confort Ltda.;12;20.68
929;Licuadora Premium Red;Soluciones Tecnológicas Nova;8;87.31
930;Teclado Vintage Z3;Soluciones Tecnológicas Nova;8;32.04
931;Termo Inalámbrico Silver;Hogar y Confort Ltda.;12;37.43
932;Monitor Pro Gold;Comercializadora Omega;20;396.87
933;Mochila Advanced Azul;Hogar y Confort Ltda.;12;51.91
934;Zapatillas Basic X1;Hogar y Confort Ltda.;12;102.39
935;Teclado Advanced Gris;Comercializadora Omega;20;49.38
936;Teclado Advanced Silver;Comercializadora Omega;20;26.4
937;Televisor Pro Red;TechDistribuidora S.A.;14;633.86
938;Lámpara Vintage Red;Global Imports Corp;5;65.15
939;Monitor Ultra Gold;Distribución Express;3;351.02
940;Laptop Ergonómico Negro;Comercializadora Omega;20;1849.4
941;Gorra Smart Gold;Alimentos y Logística del Sur;15;21.75
942;Gorra Ergonómico V2;Comercializadora Omega;20;13.45
943;Monitor Smart Gris;Hogar y Confort Ltda.;12;430.81
944;Teclado Portátil Silver;Global Imports Corp;5;46.41
945;Mochila Max Blanco;Global Imports Corp;5;78.14
946;Mochila Ergonómico Silver;TechDistribuidora S.A.;14;40.45
947;Gorra Max Z3;MegaAbasto Co.;25;14.61
948;Termo Vintage Azul;Alimentos y Logística del Sur;15;16.49
949;Mouse Plus Blanco;Soluciones Tecnológicas Nova;8;51.15
950;Reloj Smart Gris;MegaAbasto Co.;25;56.31
951;Mochila Premium Azul;Alimentos y Logística del Sur;15;48.34
952;Cargador Smart Gris;Suministros Industriales Alfa;7;23.08
953;Laptop Pro V2;Alimentos y Logística del Sur;15;1701.83
954;Monitor Pro Negro;Alimentos y Logística del Sur;15;390.93
955;Monitor Basic Negro;Textiles del Norte;10;437.43
956;Laptop Vintage Azul;MegaAbasto Co.;25;1901.46
957;Termo Vintage Azul;Comercializadora Omega;20;34.85
958;Licuadora Smart Azul;MegaAbasto Co.;25;46.17
959;Zapatillas Max Blanco;Soluciones Tecnológicas Nova;8;67.47
960;Cargador Pro Blanco;TechDistribuidora S.A.;14;10.68
961;Monitor Eco Blanco;TechDistribuidora S.A.;14;192.91
962;Mouse Inalámbrico Z3;Textiles del Norte;10;30.82
963;Mochila Pro Gold;MegaAbasto Co.;25;60.62
964;Lámpara Plus Gold;Global Imports Corp;5;33.25
965;Camiseta Smart X1;Alimentos y Logística del Sur;15;24.15
966;Camiseta Max Z3;Hogar y Confort Ltda.;12;37.83
967;Teclado Premium Silver;Comercializadora Omega;20;29.48
968;Mouse Basic Silver;Global Imports Corp;5;25.94
969;Auriculares Max Gold;TechDistribuidora S.A.;14;56.31
970;Laptop Max Z3;Global Imports Corp;5;1477.17
971;Silla Max Silver;MegaAbasto Co.;25;242.27
972;Cargador Advanced V2;Global Imports Corp;5;18.2
973;Cafetera Inalámbrico X1;Hogar y Confort Ltda.;12;132.6
974;Termo Plus V2;Distribución Express;3;27.48
975;Mesa Inalámbrico Negro;Comercializadora Omega;20;331.57
976;Cafetera Portátil Negro;MegaAbasto Co.;25;179.16
977;Monitor Modern Z3;Alimentos y Logística del Sur;15;388.62
978;Camiseta Pro Gold;Textiles del Norte;10;18.97
979;Auriculares Premium Gris;TechDistribuidora S.A.;14;37.61
980;Gorra Ergonómico X1;Global Imports Corp;5;15.41
981;Mouse Max Azul;Soluciones Tecnológicas Nova;8;41.74
982;Termo Ultra Z3;Hogar y Confort Ltda.;12;10.67
983;Televisor Plus X1;Hogar y Confort Ltda.;12;813.66
984;Teclado Portátil Z3;MegaAbasto Co.;25;19.41
985;Termo Modern Z3;Suministros Industriales Alfa;7;36.87
986;Chaqueta Eco Negro;Distribución Express;3;57.39
987;Camiseta Premium V2;TechDistribuidora S.A.;14;31.07
988;Cafetera Premium X1;Distribución Express;3;68.14
989;Zapatillas Vintage Red;Alimentos y Logística del Sur;15;57.9
990;Mouse Smart X1;Global Imports Corp;5;16.85
991;Teclado Premium Z3;Global Imports Corp;5;41.74
992;Teclado Smart X1;Comercializadora Omega;20;34.77
993;Camiseta Vintage Z3;Distribución Express;3;49.36
994;Reloj Eco Negro;TechDistribuidora S.A.;14;244.06
995;Silla Premium Azul;MegaAbasto Co.;25;195.67
996;Lámpara Max Gold;Suministros Industriales Alfa;7;68.38
997;Televisor Smart X1;Alimentos y Logística del Sur;15;889.78
998;Smartphone Plus Gris;Textiles del Norte;10;980.36
999;Smartphone Modern Gold;Suministros Industriales Alfa;7;876.51
1000;Laptop Modern Blanco;MegaAbasto Co.;25;1019.41
1001;Laptop Smart Gris;Suministros Industriales Alfa;7;923.18
1002;Mouse Inalámbrico Z3;Suministros Industriales Alfa;7;40.23
1003;Chaqueta Basic Z3;Hogar y Confort Ltda.;12;172.54
1004;Teclado Max Gold;Suministros Industriales Alfa;7;28.34
1005;Licuadora Basic Negro;TechDistribuidora S.A.;14;65.89
1006;Silla Pro Negro;Global Imports Corp;5;159.34
1007;Silla Advanced Silver;Comercializadora Omega;20;180.07
1008;Reloj Ergonómico Azul;Textiles del Norte;10;87.5
1009;Chaqueta Ultra Gris;TechDistribuidora S.A.;14;130.13
1010;Reloj Modern Negro;MegaAbasto Co.;25;268.26
1011;Zapatillas Inalámbrico Red;Global Imports Corp;5;145.5
1012;Cafetera Modern Gold;TechDistribuidora S.A.;14;151.75
1013;Televisor Vintage Gold;TechDistribuidora S.A.;14;854.09
1014;Monitor Portátil Z3;TechDistribuidora S.A.;14;186.69
1015;Chaqueta Inalámbrico Azul;Distribución Express;3;116.48
1016;Monitor Advanced Z3;Soluciones Tecnológicas Nova;8;291.38
1017;Lámpara Basic Blanco;MegaAbasto Co.;25;35.1
1018;Mochila Vintage Negro;Textiles del Norte;10;62.72
1019;Mesa Advanced Gris;Distribución Express;3;227.88
1020;Camiseta Basic Gold;Hogar y Confort Ltda.;12;23.55
1021;Cafetera Premium Gold;Distribución Express;3;75.34
1022;Smartphone Portátil Z3;TechDistribuidora S.A.;14;536.96
1023;Monitor Advanced X1;Soluciones Tecnológicas Nova;8;385.86
1024;Mochila Max Red;Textiles del Norte;10;24.08
1025;Monitor Ergonómico Gold;TechDistribuidora S.A.;14;255.09
1026;Mochila Pro X1;Suministros Industriales Alfa;7;66.2
1027;Lámpara Ergonómico Z3;MegaAbasto Co.;25;68.19
1028;Mouse Premium Azul;Comercializadora Omega;20;37.74
1029;Auriculares Plus Negro;Alimentos y Logística del Sur;15;111.44
1030;Mouse Advanced X1;MegaAbasto Co.;25;19.37
1031;Chaqueta Portátil Silver;TechDistribuidora S.A.;14;151.32
1032;Chaqueta Advanced Negro;TechDistribuidora S.A.;14;40.98
1033;Camiseta Advanced Gold;TechDistribuidora S.A.;14;38.15
1034;Mochila Ergonómico Red;Distribución Express;3;20.37
1035;Camiseta Advanced Negro;Suministros Industriales Alfa;7;35.52
1036;Camiseta Ultra Z3;Alimentos y Logística del Sur;15;21.12
1037;Mochila Premium Z3;TechDistribuidora S.A.;14;66.9
1038;Zapatillas Eco Z3;Hogar y Confort Ltda.;12;84.15
1039;Mouse Max V2;Comercializadora Omega;20;13.64
1040;Chaqueta Smart Gris;MegaAbasto Co.;25;49.23
1041;Chaqueta Ergonómico Red;Comercializadora Omega;20;88.87
1042;Termo Modern Azul;Textiles del Norte;10;29.99
1043;Mochila Pro Negro;Alimentos y Logística del Sur;15;39.71
1044;Mesa Ultra Azul;Suministros Industriales Alfa;7;364.31
1045;Zapatillas Pro Silver;Hogar y Confort Ltda.;12;71.43
1046;Mochila Premium Z3;MegaAbasto Co.;25;76.15
1047;Cargador Vintage Z3;TechDistribuidora S.A.;14;14.01
1048;Cafetera Premium Gold;Textiles del Norte;10;115.54
1049;Silla Premium Gris;Global Imports Corp;5;242.07
1050;Monitor Eco Gris;Distribución Express;3;261.97
1051;Mochila Basic Negro;TechDistribuidora S.A.;14;44.28
1052;Laptop Pro Z3;Suministros Industriales Alfa;7;824.67
1053;Camiseta Ergonómico Gold;Global Imports Corp;5;17.86
1054;Monitor Premium X1;Textiles del Norte;10;444.51
1055;Lámpara Premium Z3;Global Imports Corp;5;35.43
1056;Auriculares Ergonómico V2;Distribución Express;3;72.81
1057;Chaqueta Ultra Azul;Comercializadora Omega;20;82.02
1058;Mochila Inalámbrico Blanco;Distribución Express;3;62.33
1059;Termo Advanced Gold;Soluciones Tecnológicas Nova;8;21.65
1060;Mochila Pro Z3;Textiles del Norte;10;57.78
1061;Reloj Smart Silver;Textiles del Norte;10;220.45
1062;Laptop Ultra Silver;MegaAbasto Co.;25;792.73
1063;Chaqueta Modern Azul;Textiles del Norte;10;46.21
1064;Silla Eco Red;Textiles del Norte;10;105.93
1065;Televisor Basic Z3;Global Imports Corp;5;422.85
1066;Silla Ultra Z3;Global Imports Corp;5;119.93
1067;Cargador Vintage V2;MegaAbasto Co.;25;33.29
1068;Teclado Pro Red;Hogar y Confort Ltda.;12;19.42
1069;Zapatillas Eco Silver;Global Imports Corp;5;78.05
1070;Laptop Advanced Z3;Distribución Express;3;759.05
1071;Chaqueta Ultra Azul;Hogar y Confort Ltda.;12;126.22
1072;Gorra Portátil Gold;Hogar y Confort Ltda.;12;12.26
1073;Laptop Max X1;Comercializadora Omega;20;1221.45
1074;Gorra Modern Azul;Soluciones Tecnológicas Nova;8;19.4
1075;Auriculares Modern Blanco;TechDistribuidora S.A.;14;122.09
1076;Gorra Pro Azul;Alimentos y Logística del Sur;15;16.79
1077;Termo Inalámbrico V2;TechDistribuidora S.A.;14;23.39
1078;Cargador Inalámbrico Negro;Comercializadora Omega;20;20.27
1079;Silla Ergonómico Gold;Global Imports Corp;5;239.36
1080;Mouse Plus V2;Suministros Industriales Alfa;7;32.44
1081;Auriculares Plus V2;MegaAbasto Co.;25;121.03
1082;Reloj Ultra X1;Textiles del Norte;10;62.49
1083;Lámpara Eco Negro;Textiles del Norte;10;72.07
1084;Mouse Portátil Z3;Soluciones Tecnológicas Nova;8;19.09
1085;Lámpara Plus V2;Textiles del Norte;10;66.75
1086;Teclado Modern Negro;Hogar y Confort Ltda.;12;88.39
1087;Licuadora Modern Negro;Suministros Industriales Alfa;7;105.79
1088;Reloj Premium Gold;Global Imports Corp;5;86.52
1089;Licuadora Smart Z3;TechDistribuidora S.A.;14;94.24
1090;Silla Inalámbrico Negro;Global Imports Corp;5;89.92
1091;Cargador Basic X1;Distribución Express;3;29.31
1092;Mesa Basic Gris;Global Imports Corp;5;354.61
1093;Zapatillas Inalámbrico Negro;Comercializadora Omega;20;139.82
1094;Monitor Smart Negro;MegaAbasto Co.;25;130.27
1095;Auriculares Smart Blanco;Soluciones Tecnológicas Nova;8;147.9
1096;Camiseta Ultra Azul;Global Imports Corp;5;26.06
1097;Cargador Eco Z3;Alimentos y Logística del Sur;15;19.02
1098;Auriculares Pro Azul;Alimentos y Logística del Sur;15;100.33
1099;Smartphone Premium V2;Soluciones Tecnológicas Nova;8;371.45
1100;Mouse Basic Negro;TechDistribuidora S.A.;14;18.44
1101;Televisor Pro Red;Suministros Industriales Alfa;7;367.69
1102;Laptop Basic Blanco;Hogar y Confort Ltda.;12;1285.65
1103;Televisor Basic V2;Alimentos y Logística del Sur;15;877.73
1104;Mouse Ergonómico V2;Textiles del Norte;10;10.98
1105;Reloj Premium Red;Suministros Industriales Alfa;7;177.28
1106;Auriculares Plus Red;Suministros Industriales Alfa;7;120.05
1107;Monitor Portátil V2;Soluciones Tecnológicas Nova;8;133.31
1108;Camiseta Modern Negro;Soluciones Tecnológicas Nova;8;28.0
1109;Auriculares Ultra Gold;Alimentos y Logística del Sur;15;48.71
1110;Silla Pro V2;Distribución Express;3;196.94
1111;Auriculares Pro V2;TechDistribuidora S.A.;14;92.41
1112;Cafetera Smart X1;Suministros Industriales Alfa;7;39.0
1113;Licuadora Eco Negro;MegaAbasto Co.;25;81.28
1114;Televisor Advanced Gold;Global Imports Corp;5;704.18
1115;Mochila Vintage Gold;Textiles del Norte;10;33.09
1116;Laptop Eco Blanco;MegaAbasto Co.;25;1588.15
1117;Reloj Pro Azul;Hogar y Confort Ltda.;12;136.11
1118;Smartphone Portátil X1;Soluciones Tecnológicas Nova;8;667.28
1119;Zapatillas Vintage X1;Global Imports Corp;5;92.83
1120;Zapatillas Eco Gris;Suministros Industriales Alfa;7;114.0
1121;Gorra Premium Silver;Global Imports Corp;5;23.74
1122;Televisor Smart Gold;MegaAbasto Co.;25;560.86
1123;Gorra Basic Silver;TechDistribuidora S.A.;14;25.55
1124;Cargador Max X1;MegaAbasto Co.;25;22.18
1125;Cafetera Pro Red;Global Imports Corp;5;125.1
1126;Televisor Max Blanco;TechDistribuidora S.A.;14;606.66
1127;Zapatillas Basic Negro;Suministros Industriales Alfa;7;64.93
1128;Camiseta Ergonómico Gris;Global Imports Corp;5;25.0
1129;Auriculares Vintage Gris;MegaAbasto Co.;25;32.56
1130;Teclado Pro Azul;Alimentos y Logística del Sur;15;60.23
1131;Camiseta Plus Negro;Alimentos y Logística del Sur;15;25.19
1132;Cargador Premium Silver;Comercializadora Omega;20;22.58
1133;Gorra Inalámbrico Red;Distribución Express;3;21.14
1134;Mochila Modern Silver;Suministros Industriales Alfa;7;65.29
1135;Reloj Modern Gris;Suministros Industriales Alfa;7;184.95
1136;Televisor Plus Gold;Soluciones Tecnológicas Nova;8;579.97
1137;Mochila Premium Azul;Suministros Industriales Alfa;7;48.08
1138;Cafetera Portátil Red;Textiles del Norte;10;69.82
1139;Televisor Smart Gris;Comercializadora Omega;20;268.91
1140;Smartphone Plus Gris;Textiles del Norte;10;1083.47
1141;Mesa Pro V2;Distribución Express;3;206.06
1142;Gorra Ergonómico Gold;Hogar y Confort Ltda.;12;18.84
1143;Zapatillas Plus X1;Textiles del Norte;10;112.98
1144;Gorra Inalámbrico Gold;Soluciones Tecnológicas Nova;8;24.27
1145;Cargador Smart V2;Suministros Industriales Alfa;7;21.34
1146;Reloj Inalámbrico Silver;MegaAbasto Co.;25;225.27
1147;Licuadora Smart Negro;Hogar y Confort Ltda.;12;37.5
1148;Silla Basic V2;Distribución Express;3;248.18
1149;Camiseta Modern X1;Soluciones Tecnológicas Nova;8;37.99
1150;Silla Ergonómico Red;Textiles del Norte;10;108.88
1151;Cargador Ergonómico Gris;Alimentos y Logística del Sur;15;28.8
1152;Mesa Modern Gold;Textiles del Norte;10;203.62
1153;Gorra Basic Red;Global Imports Corp;5;14.87
1154;Mouse Max V2;Hogar y Confort Ltda.;12;22.59
1155;Cafetera Modern V2;Global Imports Corp;5;51.25
1156;Smartphone Modern Azul;Distribución Express;3;1087.46
1157;Lámpara Modern Gris;TechDistribuidora S.A.;14;76.97
1158;Mesa Portátil V2;Soluciones Tecnológicas Nova;8;179.98
1159;Chaqueta Vintage Gold;Soluciones Tecnológicas Nova;8;56.05
1160;Licuadora Advanced X1;TechDistribuidora S.A.;14;29.36
1161;Smartphone Ultra Silver;MegaAbasto Co.;25;432.54
1162;Mesa Ultra Gold;Hogar y Confort Ltda.;12;395.72
1163;Licuadora Max Red;Textiles del Norte;10;88.26
1164;Reloj Pro V2;MegaAbasto Co.;25;177.85
1165;Cafetera Premium Silver;MegaAbasto Co.;25;180.74
1166;Mouse Eco X1;Soluciones Tecnológicas Nova;8;31.82
1167;Cafetera Ergonómico Silver;Suministros Industriales Alfa;7;143.98
1168;Reloj Modern Gold;Global Imports Corp;5;93.45
1169;Chaqueta Basic Negro;Global Imports Corp;5;160.93
1170;Zapatillas Ergonómico V2;Hogar y Confort Ltda.;12;110.8
1171;Mochila Premium X1;Global Imports Corp;5;49.61
1172;Chaqueta Eco Azul;Comercializadora Omega;20;97.52
1173;Termo Plus X1;Soluciones Tecnológicas Nova;8;28.05
1174;Zapatillas Portátil Blanco;MegaAbasto Co.;25;116.23
1175;Mouse Advanced Silver;Soluciones Tecnológicas Nova;8;14.66
1176;Cafetera Pro X1;Distribución Express;3;118.49
1177;Reloj Vintage Red;Hogar y Confort Ltda.;12;168.22
1178;Monitor Pro X1;Comercializadora Omega;20;354.5
1179;Licuadora Modern Gris;Global Imports Corp;5;80.75
1180;Termo Eco Silver;MegaAbasto Co.;25;36.36
1181;Camiseta Max V2;Comercializadora Omega;20;46.15
1182;Laptop Modern Negro;Hogar y Confort Ltda.;12;760.32
1183;Camiseta Ultra Negro;Soluciones Tecnológicas Nova;8;46.57
1184;Mochila Basic Azul;Global Imports Corp;5;67.71
1185;Licuadora Basic Azul;Hogar y Confort Ltda.;12;115.11
1186;Auriculares Max Gold;Global Imports Corp;5;37.7
1187;Mouse Modern Silver;Hogar y Confort Ltda.;12;67.8
1188;Chaqueta Ultra Blanco;Alimentos y Logística del Sur;15;118.2
1189;Lámpara Vintage Gold;Distribución Express;3;77.46
1190;Camiseta Ultra Blanco;Suministros Industriales Alfa;7;31.55
1191;Licuadora Inalámbrico Red;Global Imports Corp;5;94.92
1192;Mouse Ultra X1;MegaAbasto Co.;25;59.99
1193;Zapatillas Max Azul;Textiles del Norte;10;149.75
1194;Monitor Basic Azul;Hogar y Confort Ltda.;12;271.18
1195;Mesa Basic Silver;Textiles del Norte;10;208.26
1196;Mochila Vintage Azul;Distribución Express;3;40.79
1197;Laptop Ultra Red;Global Imports Corp;5;1600.05
1198;Smartphone Portátil Blanco;Distribución Express;3;673.62
1199;Cargador Smart Silver;Textiles del Norte;10;10.57
1200;Auriculares Ergonómico V2;TechDistribuidora S.A.;14;83.9
1201;Smartphone Ergonómico Azul;Textiles del Norte;10;793.61
1202;Reloj Portátil Silver;Textiles del Norte;10;185.96
1203;Silla Ultra Gold;Textiles del Norte;10;79.75
1204;Auriculares Advanced V2;Alimentos y Logística del Sur;15;77.1
1205;Smartphone Premium Silver;Alimentos y Logística del Sur;15;794.54
1206;Smartphone Advanced Z3;Soluciones Tecnológicas Nova;8;946.24
1207;Monitor Max Gris;Soluciones Tecnológicas Nova;8;196.68
1208;Mesa Max Gold;Suministros Industriales Alfa;7;111.62
1209;Cargador Basic Z3;Alimentos y Logística del Sur;15;31.28
1210;Reloj Eco Gris;Textiles del Norte;10;298.62
1211;Laptop Basic Gris;TechDistribuidora S.A.;14;1490.38
1212;Auriculares Ultra Z3;Textiles del Norte;10;139.08
1213;Auriculares Premium Gris;Soluciones Tecnológicas Nova;8;101.44
1214;Zapatillas Eco Red;TechDistribuidora S.A.;14;128.93
1215;Silla Ergonómico Blanco;Soluciones Tecnológicas Nova;8;108.1
1216;Chaqueta Premium Silver;Textiles del Norte;10;152.8
1217;Gorra Vintage Blanco;Suministros Industriales Alfa;7;25.62
1218;Cafetera Ultra Gold;Global Imports Corp;5;51.6
1219;Termo Advanced Silver;Soluciones Tecnológicas Nova;8;13.58
1220;Termo Eco Azul;Soluciones Tecnológicas Nova;8;29.45
1221;Monitor Inalámbrico Silver;Comercializadora Omega;20;390.36
1222;Mesa Pro Gold;Distribución Express;3;105.33
1223;Auriculares Modern Silver;Alimentos y Logística del Sur;15;95.18
1224;Laptop Portátil X1;MegaAbasto Co.;25;1929.82
1225;Cafetera Pro Azul;MegaAbasto Co.;25;77.8
1226;Laptop Modern Red;Comercializadora Omega;20;1264.48
1227;Laptop Advanced Blanco;Hogar y Confort Ltda.;12;1789.88
1228;Smartphone Vintage Z3;Comercializadora Omega;20;1115.01
1229;Termo Modern Gris;TechDistribuidora S.A.;14;27.2
1230;Lámpara Modern Negro;Hogar y Confort Ltda.;12;41.15
1231;Camiseta Ultra Blanco;Soluciones Tecnológicas Nova;8;15.16
1232;Lámpara Ultra Z3;TechDistribuidora S.A.;14;78.03
1233;Licuadora Smart Azul;Textiles del Norte;10;40.77
1234;Cargador Pro Negro;Global Imports Corp;5;20.91
1235;Televisor Premium Red;Alimentos y Logística del Sur;15;552.02
1236;Cargador Vintage Red;Distribución Express;3;33.32
1237;Gorra Max Gris;Textiles del Norte;10;25.97
1238;Mouse Inalámbrico Blanco;Comercializadora Omega;20;68.56
1239;Reloj Inalámbrico V2;Textiles del Norte;10;228.21
1240;Mouse Basic Silver;Alimentos y Logística del Sur;15;51.33
1241;Zapatillas Vintage Gris;Hogar y Confort Ltda.;12;73.88
1242;Licuadora Ergonómico X1;Alimentos y Logística del Sur;15;39.9
1243;Cargador Premium Gold;Alimentos y Logística del Sur;15;27.36
1244;Lámpara Pro Z3;Hogar y Confort Ltda.;12;35.39
1245;Cafetera Portátil Z3;TechDistribuidora S.A.;14;69.35
1246;Mochila Ultra V2;MegaAbasto Co.;25;79.31
1247;Chaqueta Basic Red;Alimentos y Logística del Sur;15;42.78
1248;Cargador Portátil X1;Alimentos y Logística del Sur;15;32.77
1249;Gorra Portátil Azul;MegaAbasto Co.;25;14.15
1250;Mesa Eco Z3;Alimentos y Logística del Sur;15;237.45
1251;Licuadora Ergonómico Gris;MegaAbasto Co.;25;43.72
1252;Lámpara Ergonómico Gris;MegaAbasto Co.;25;36.13
1253;Lámpara Inalámbrico Z3;Hogar y Confort Ltda.;12;74.06
1254;Cargador Smart Gold;MegaAbasto Co.;25;31.62
1255;Zapatillas Plus Blanco;Hogar y Confort Ltda.;12;142.5
1256;Auriculares Ultra Blanco;Alimentos y Logística del Sur;15;138.89
1257;Camiseta Portátil X1;Comercializadora Omega;20;30.54
1258;Silla Ultra Red;TechDistribuidora S.A.;14;108.54
1259;Mesa Vintage Red;Hogar y Confort Ltda.;12;389.11
1260;Mochila Advanced Negro;Suministros Industriales Alfa;7;44.38
1261;Laptop Basic Negro;Comercializadora Omega;20;1073.81
1262;Silla Ultra Azul;Global Imports Corp;5;88.87
1263;Smartphone Vintage Gris;Comercializadora Omega;20;469.44
1264;Lámpara Modern Blanco;TechDistribuidora S.A.;14;21.61
1265;Televisor Vintage Blanco;MegaAbasto Co.;25;749.05
1266;Mochila Vintage Negro;MegaAbasto Co.;25;49.66
1267;Licuadora Ergonómico Blanco;Global Imports Corp;5;106.37
1268;Silla Inalámbrico Z3;Distribución Express;3;115.88
1269;Laptop Max Blanco;Global Imports Corp;5;1291.21
1270;Camiseta Ultra X1;MegaAbasto Co.;25;29.03
1271;Chaqueta Max Silver;Distribución Express;3;60.04
1272;Silla Ultra Red;Distribución Express;3;209.99
1273;Zapatillas Ultra Silver;Alimentos y Logística del Sur;15;62.37
1274;Auriculares Ergonómico Red;Hogar y Confort Ltda.;12;48.7
1275;Termo Vintage Azul;Comercializadora Omega;20;30.19
1276;Lámpara Pro V2;Global Imports Corp;5;48.75
1277;Zapatillas Modern Gris;Alimentos y Logística del Sur;15;68.37
1278;Cargador Advanced X1;MegaAbasto Co.;25;16.95
1279;Mouse Smart Gold;Textiles del Norte;10;42.0
1280;Smartphone Modern Negro;Distribución Express;3;958.73
1281;Mochila Basic Gold;Soluciones Tecnológicas Nova;8;44.85
1282;Smartphone Eco Azul;TechDistribuidora S.A.;14;1091.29
1283;Reloj Advanced Gold;Textiles del Norte;10;52.57
1284;Chaqueta Vintage V2;Comercializadora Omega;20;146.87
1285;Mouse Smart Blanco;Global Imports Corp;5;53.29
1286;Cargador Advanced V2;Soluciones Tecnológicas Nova;8;27.78
1287;Auriculares Eco V2;MegaAbasto Co.;25;95.89
1288;Lámpara Inalámbrico Blanco;TechDistribuidora S.A.;14;63.48
1289;Cargador Vintage Gold;Distribución Express;3;28.7
1290;Chaqueta Vintage Gris;MegaAbasto Co.;25;130.58
1291;Auriculares Smart Gris;MegaAbasto Co.;25;95.35
1292;Cafetera Advanced Red;Global Imports Corp;5;116.28
1293;Televisor Ultra Gris;TechDistribuidora S.A.;14;676.89
1294;Televisor Plus Gold;MegaAbasto Co.;25;390.35
1295;Silla Portátil Blanco;Distribución Express;3;140.49
1296;Zapatillas Vintage Blanco;Comercializadora Omega;20;63.19
1297;Reloj Eco X1;Distribución Express;3;255.16
1298;Chaqueta Premium Silver;Global Imports Corp;5;151.28
1299;Televisor Inalámbrico Red;Textiles del Norte;10;671.3
1300;Televisor Modern V2;Comercializadora Omega;20;309.42
1301;Zapatillas Smart X1;Suministros Industriales Alfa;7;106.85
1302;Reloj Eco V2;TechDistribuidora S.A.;14;231.56
1303;Auriculares Inalámbrico Blanco;Textiles del Norte;10;79.64
1304;Cafetera Vintage Gold;TechDistribuidora S.A.;14;177.3
1305;Zapatillas Modern Z3;Soluciones Tecnológicas Nova;8;126.7
1306;Licuadora Advanced Gold;Hogar y Confort Ltda.;12;52.35
1307;Licuadora Ultra Z3;Soluciones Tecnológicas Nova;8;28.97
1308;Chaqueta Ergonómico Silver;Textiles del Norte;10;97.37
1309;Licuadora Smart Gold;TechDistribuidora S.A.;14;71.6
1310;Mouse Portátil Gris;Comercializadora Omega;20;66.58
1311;Gorra Ultra Silver;Alimentos y Logística del Sur;15;20.42
1312;Lámpara Max Azul;Alimentos y Logística del Sur;15;76.26
1313;Camiseta Basic Blanco;Textiles del Norte;10;20.9
1314;Reloj Plus Gold;Distribución Express;3;129.97
1315;Mouse Eco Red;Hogar y Confort Ltda.;12;22.37
1316;Reloj Advanced Red;Textiles del Norte;10;288.88
